6.094639e-15 6.094639e-15 6.094639e-15
2.284601e-14 2.284601e-14 2.284601e-14
2.299155e-14 2.299155e-14 2.299155e-14
1.364208e-14 1.364208e-14 1.364208e-14
1.558571e-14 1.558571e-14 1.558571e-14
1.334551e-13 1.334551e-13 1.334551e-13
1.611471e-13 1.611471e-13 1.611471e-13
1.423362e-13 1.423362e-13 1.423362e-13
6.725814e-14 6.725814e-14 6.725814e-14
1.054246e-13 1.054246e-13 1.054246e-13
1.711669e-13 1.711669e-13 1.711669e-13
1.738838e-13 1.738838e-13 1.738838e-13
1.854099e-13 1.854099e-13 1.854099e-13
2.149457e-13 2.149457e-13 2.149457e-13
2.706387e-13 2.706387e-13 2.706387e-13
3.295172e-13 3.295172e-13 3.295172e-13
3.229226e-13 3.229226e-13 3.229226e-13
2.790271e-13 2.790271e-13 2.790271e-13
2.708530e-13 2.708530e-13 2.708530e-13
3.157760e-13 3.157760e-13 3.157760e-13
3.948354e-13 3.948354e-13 3.948354e-13
5.170008e-13 5.170008e-13 5.170008e-13
6.936734e-13 6.936734e-13 6.936734e-13
8.131441e-13 8.131441e-13 8.131441e-13
8.081153e-13 8.081153e-13 8.081153e-13
7.651100e-13 7.651100e-13 7.651100e-13
7.218417e-13 7.218417e-13 7.218417e-13
6.434007e-13 6.434007e-13 6.434007e-13
5.800459e-13 5.800459e-13 5.800459e-13
5.994323e-13 5.994323e-13 5.994323e-13
6.793824e-13 6.793824e-13 6.793824e-13
7.746257e-13 7.746257e-13 7.746257e-13
7.980702e-13 7.980702e-13 7.980702e-13
7.576475e-13 7.576475e-13 7.576475e-13
7.441571e-13 7.441571e-13 7.441571e-13
7.504837e-13 7.504837e-13 7.504837e-13
8.149447e-13 8.149447e-13 8.149447e-13
9.250236e-13 9.250236e-13 9.250236e-13
8.530106e-13 8.530106e-13 8.530106e-13
7.326007e-13 7.326007e-13 7.326007e-13
5.501100e-13 5.501100e-13 5.501100e-13
3.597278e-13 3.597278e-13 3.597278e-13
3.051430e-13 3.051430e-13 3.051430e-13
4.343261e-13 4.343261e-13 4.343261e-13
6.279912e-13 6.279912e-13 6.279912e-13
8.432690e-13 8.432690e-13 8.432690e-13
1.083412e-12 1.083412e-12 1.083412e-12
1.295075e-12 1.295075e-12 1.295075e-12
1.536598e-12 1.536598e-12 1.536598e-12
1.759037e-12 1.759037e-12 1.759037e-12
1.951621e-12 1.951621e-12 1.951621e-12
2.095435e-12 2.095435e-12 2.095435e-12
2.203387e-12 2.203387e-12 2.203387e-12
2.293758e-12 2.293758e-12 2.293758e-12
2.343768e-12 2.343768e-12 2.343768e-12
2.412988e-12 2.412988e-12 2.412988e-12
2.523686e-12 2.523686e-12 2.523686e-12
2.662150e-12 2.662150e-12 2.662150e-12
2.774000e-12 2.774000e-12 2.774000e-12
2.930259e-12 2.930259e-12 2.930259e-12
3.149656e-12 3.149656e-12 3.149656e-12
3.252440e-12 3.252440e-12 3.252440e-12
3.217054e-12 3.217054e-12 3.217054e-12
3.157325e-12 3.157325e-12 3.157325e-12
3.157841e-12 3.157841e-12 3.157841e-12
3.135867e-12 3.135867e-12 3.135867e-12
3.011523e-12 3.011523e-12 3.011523e-12
2.822277e-12 2.822277e-12 2.822277e-12
2.682478e-12 2.682478e-12 2.682478e-12
2.527550e-12 2.527550e-12 2.527550e-12
2.515162e-12 2.515162e-12 2.515162e-12
2.612809e-12 2.612809e-12 2.612809e-12
2.688877e-12 2.688877e-12 2.688877e-12
2.748812e-12 2.748812e-12 2.748812e-12
2.800132e-12 2.800132e-12 2.800132e-12
2.836997e-12 2.836997e-12 2.836997e-12
2.861295e-12 2.861295e-12 2.861295e-12
2.884506e-12 2.884506e-12 2.884506e-12
2.909514e-12 2.909514e-12 2.909514e-12
2.950234e-12 2.950234e-12 2.950234e-12
2.993931e-12 2.993931e-12 2.993931e-12
3.010073e-12 3.010073e-12 3.010073e-12
3.008885e-12 3.008885e-12 3.008885e-12
3.020865e-12 3.020865e-12 3.020865e-12
3.032757e-12 3.032757e-12 3.032757e-12
3.029593e-12 3.029593e-12 3.029593e-12
3.072076e-12 3.072076e-12 3.072076e-12
3.140831e-12 3.140831e-12 3.140831e-12
3.222780e-12 3.222780e-12 3.222780e-12
3.201302e-12 3.201302e-12 3.201302e-12
3.111593e-12 3.111593e-12 3.111593e-12
3.001593e-12 3.001593e-12 3.001593e-12
2.920859e-12 2.920859e-12 2.920859e-12
2.859084e-12 2.859084e-12 2.859084e-12
2.810811e-12 2.810811e-12 2.810811e-12
2.751861e-12 2.751861e-12 2.751861e-12
2.710191e-12 2.710191e-12 2.710191e-12
2.703536e-12 2.703536e-12 2.703536e-12
2.723415e-12 2.723415e-12 2.723415e-12
